"method","true_group","tau_true","iteration","estimate"
"DP Bayes","Group A (tau=2)",2,443,1.95908732373827
"Flexible","Group A (tau=2)",2,443,1.94409062287529
"L0 (L=0.5)","Group A (tau=2)",2,443,1.95608546685875
"Pooled","Group A (tau=2)",2,443,2.56613870960564
"DP Bayes","Group B (tau=4)",4,443,3.98574169782983
"Flexible","Group B (tau=4)",4,443,3.95383614709336
"L0 (L=0.5)","Group B (tau=4)",4,443,3.98959627601505
"Pooled","Group B (tau=4)",4,443,2.56613870960564
"DP Bayes","Group A (tau=2)",2,444,2.0201213874033
"Flexible","Group A (tau=2)",2,444,2.00423830987048
"L0 (L=0.5)","Group A (tau=2)",2,444,2.02241385436954
"Pooled","Group A (tau=2)",2,444,2.63188920551384
"DP Bayes","Group B (tau=4)",4,444,4.05593540298284
"Flexible","Group B (tau=4)",4,444,4.0505662011459
"L0 (L=0.5)","Group B (tau=4)",4,444,4.05399835818382
"Pooled","Group B (tau=4)",4,444,2.63188920551384
"DP Bayes","Group A (tau=2)",2,445,1.99673266711982
"Flexible","Group A (tau=2)",2,445,2.0119927880078
"L0 (L=0.5)","Group A (tau=2)",2,445,2.00115016318481
"Pooled","Group A (tau=2)",2,445,2.59569517860422
"DP Bayes","Group B (tau=4)",4,445,3.98185760995972
"Flexible","Group B (tau=4)",4,445,4.02174445963597
"L0 (L=0.5)","Group B (tau=4)",4,445,3.98296688124953
"Pooled","Group B (tau=4)",4,445,2.59569517860422
"DP Bayes","Group A (tau=2)",2,446,2.04508683135999
"Flexible","Group A (tau=2)",2,446,2.06997516070065
"L0 (L=0.5)","Group A (tau=2)",2,446,2.04861350197175
"Pooled","Group A (tau=2)",2,446,2.6471331547095
"DP Bayes","Group B (tau=4)",4,446,4.04482064758256
"Flexible","Group B (tau=4)",4,446,4.0563887822907
"L0 (L=0.5)","Group B (tau=4)",4,446,4.04367901109758
"Pooled","Group B (tau=4)",4,446,2.6471331547095
"DP Bayes","Group A (tau=2)",2,447,1.99322990976767
"Flexible","Group A (tau=2)",2,447,1.99986174840797
"L0 (L=0.5)","Group A (tau=2)",2,447,1.99372243877625
"Pooled","Group A (tau=2)",2,447,2.58821946239531
"DP Bayes","Group B (tau=4)",4,447,3.97966168474073
"Flexible","Group B (tau=4)",4,447,4.01343157597203
"L0 (L=0.5)","Group B (tau=4)",4,447,3.97537918417309
"Pooled","Group B (tau=4)",4,447,2.58821946239531
"DP Bayes","Group A (tau=2)",2,448,1.96454577721644
"Flexible","Group A (tau=2)",2,448,1.95602266312014
"L0 (L=0.5)","Group A (tau=2)",2,448,1.95953004594142
"Pooled","Group A (tau=2)",2,448,2.561811989813
"DP Bayes","Group B (tau=4)",4,448,3.97163405707679
"Flexible","Group B (tau=4)",4,448,3.91616220780965
"L0 (L=0.5)","Group B (tau=4)",4,448,3.96713652551335
"Pooled","Group B (tau=4)",4,448,2.561811989813
"DP Bayes","Group A (tau=2)",2,449,1.98551225854329
"Flexible","Group A (tau=2)",2,449,1.99328324210595
"L0 (L=0.5)","Group A (tau=2)",2,449,1.98828939666501
"Pooled","Group A (tau=2)",2,449,2.57922756353667
"DP Bayes","Group B (tau=4)",4,449,3.95568969362477
"Flexible","Group B (tau=4)",4,449,4.0054400695045
"L0 (L=0.5)","Group B (tau=4)",4,449,3.95808328623722
"Pooled","Group B (tau=4)",4,449,2.57922756353667
"DP Bayes","Group A (tau=2)",2,450,2.00692682096492
"Flexible","Group A (tau=2)",2,450,2.00151178854861
"L0 (L=0.5)","Group A (tau=2)",2,450,2.01004147782262
"Pooled","Group A (tau=2)",2,450,2.61230144697838
"DP Bayes","Group B (tau=4)",4,450,4.00988796345473
"Flexible","Group B (tau=4)",4,450,4.04823661935822
"L0 (L=0.5)","Group B (tau=4)",4,450,4.01757470834181
"Pooled","Group B (tau=4)",4,450,2.61230144697838
"DP Bayes","Group A (tau=2)",2,451,2.04555981951015
"Flexible","Group A (tau=2)",2,451,2.04990379424385
"L0 (L=0.5)","Group A (tau=2)",2,451,2.0493517777742
"Pooled","Group A (tau=2)",2,451,2.66002438251204
"DP Bayes","Group B (tau=4)",4,451,4.08419493204352
"Flexible","Group B (tau=4)",4,451,4.07168832755707
"L0 (L=0.5)","Group B (tau=4)",4,451,4.08492712690035
"Pooled","Group B (tau=4)",4,451,2.66002438251204
"DP Bayes","Group A (tau=2)",2,452,1.94771260717103
"Flexible","Group A (tau=2)",2,452,1.9282478605776
"L0 (L=0.5)","Group A (tau=2)",2,452,1.9434492400281
"Pooled","Group A (tau=2)",2,452,2.55551484317069
"DP Bayes","Group B (tau=4)",4,452,3.98936090083719
"Flexible","Group B (tau=4)",4,452,3.94313670907251
"L0 (L=0.5)","Group B (tau=4)",4,452,3.9836679171701
"Pooled","Group B (tau=4)",4,452,2.55551484317069
"DP Bayes","Group A (tau=2)",2,453,2.01508677608572
"Flexible","Group A (tau=2)",2,453,2.0118784207319
"L0 (L=0.5)","Group A (tau=2)",2,453,2.01661327527055
"Pooled","Group A (tau=2)",2,453,2.59972050578301
"DP Bayes","Group B (tau=4)",4,453,3.95003815236269
"Flexible","Group B (tau=4)",4,453,3.92375304728819
"L0 (L=0.5)","Group B (tau=4)",4,453,3.93322009660032
"Pooled","Group B (tau=4)",4,453,2.59972050578301
"DP Bayes","Group A (tau=2)",2,454,2.03926928903801
"Flexible","Group A (tau=2)",2,454,2.04462428323706
"L0 (L=0.5)","Group A (tau=2)",2,454,2.04729152950451
"Pooled","Group A (tau=2)",2,454,2.64374138950713
"DP Bayes","Group B (tau=4)",4,454,4.03432175508167
"Flexible","Group B (tau=4)",4,454,4.0605184561636
"L0 (L=0.5)","Group B (tau=4)",4,454,4.03545772951322
"Pooled","Group B (tau=4)",4,454,2.64374138950713
"DP Bayes","Group A (tau=2)",2,455,2.05640896520942
"Flexible","Group A (tau=2)",2,455,2.04713610729285
"L0 (L=0.5)","Group A (tau=2)",2,455,2.05692488088918
"Pooled","Group A (tau=2)",2,455,2.64318724855932
"DP Bayes","Group B (tau=4)",4,455,4.01563563229452
"Flexible","Group B (tau=4)",4,455,4.00069748543264
"L0 (L=0.5)","Group B (tau=4)",4,455,4.01113277312299
"Pooled","Group B (tau=4)",4,455,2.64318724855932
"DP Bayes","Group A (tau=2)",2,456,2.03666286776757
"Flexible","Group A (tau=2)",2,456,2.05418443642617
"L0 (L=0.5)","Group A (tau=2)",2,456,2.0417873130714
"Pooled","Group A (tau=2)",2,456,2.63666081098
"DP Bayes","Group B (tau=4)",4,456,4.03273018507758
"Flexible","Group B (tau=4)",4,456,4.08053892400488
"L0 (L=0.5)","Group B (tau=4)",4,456,4.02469897276673
"Pooled","Group B (tau=4)",4,456,2.63666081098
"DP Bayes","Group A (tau=2)",2,457,1.97416982372466
"Flexible","Group A (tau=2)",2,457,1.98415430117078
"L0 (L=0.5)","Group A (tau=2)",2,457,1.97205261514875
"Pooled","Group A (tau=2)",2,457,2.57623463588691
"DP Bayes","Group B (tau=4)",4,457,3.98763311833752
"Flexible","Group B (tau=4)",4,457,4.01521514888389
"L0 (L=0.5)","Group B (tau=4)",4,457,3.98599268427596
"Pooled","Group B (tau=4)",4,457,2.57623463588691
"DP Bayes","Group A (tau=2)",2,458,2.00658312488855
"Flexible","Group A (tau=2)",2,458,1.99349883525792
"L0 (L=0.5)","Group A (tau=2)",2,458,2.01091942287417
"Pooled","Group A (tau=2)",2,458,2.61540376646132
"DP Bayes","Group B (tau=4)",4,458,4.02517342802605
"Flexible","Group B (tau=4)",4,458,3.96887281913758
"L0 (L=0.5)","Group B (tau=4)",4,458,4.02586723483133
"Pooled","Group B (tau=4)",4,458,2.61540376646132
"DP Bayes","Group A (tau=2)",2,459,2.03848564683477
"Flexible","Group A (tau=2)",2,459,2.03494311445387
"L0 (L=0.5)","Group A (tau=2)",2,459,2.03908273729964
"Pooled","Group A (tau=2)",2,459,2.62981864529341
"DP Bayes","Group B (tau=4)",4,459,4.00474675579472
"Flexible","Group B (tau=4)",4,459,3.96225674396283
"L0 (L=0.5)","Group B (tau=4)",4,459,4.00820243061221
"Pooled","Group B (tau=4)",4,459,2.62981864529341
"DP Bayes","Group A (tau=2)",2,460,1.99944007921004
"Flexible","Group A (tau=2)",2,460,2.00405103698185
"L0 (L=0.5)","Group A (tau=2)",2,460,2.00238703376315
"Pooled","Group A (tau=2)",2,460,2.58850570898876
"DP Bayes","Group B (tau=4)",4,460,3.95608137026605
"Flexible","Group B (tau=4)",4,460,3.97014362972673
"L0 (L=0.5)","Group B (tau=4)",4,460,3.95611595118186
"Pooled","Group B (tau=4)",4,460,2.58850570898876
"DP Bayes","Group A (tau=2)",2,461,1.99244131144601
"Flexible","Group A (tau=2)",2,461,2.00409406090167
"L0 (L=0.5)","Group A (tau=2)",2,461,1.9952998149988
"Pooled","Group A (tau=2)",2,461,2.59833612442687
"DP Bayes","Group B (tau=4)",4,461,3.99989440670171
"Flexible","Group B (tau=4)",4,461,3.97227316466787
"L0 (L=0.5)","Group B (tau=4)",4,461,4.00542084642572
"Pooled","Group B (tau=4)",4,461,2.59833612442687
"DP Bayes","Group A (tau=2)",2,462,2.04091317102118
"Flexible","Group A (tau=2)",2,462,2.01169353475803
"L0 (L=0.5)","Group A (tau=2)",2,462,2.00912468895079
"Pooled","Group A (tau=2)",2,462,2.66160089525638
"DP Bayes","Group B (tau=4)",4,462,4.10894194728269
"Flexible","Group B (tau=4)",4,462,4.07535769614925
"L0 (L=0.5)","Group B (tau=4)",4,462,4.09022027845489
"Pooled","Group B (tau=4)",4,462,2.66160089525638
"DP Bayes","Group A (tau=2)",2,463,2.01822017732666
"Flexible","Group A (tau=2)",2,463,2.00721731024956
"L0 (L=0.5)","Group A (tau=2)",2,463,2.01810989782512
"Pooled","Group A (tau=2)",2,463,2.61489507231868
"DP Bayes","Group B (tau=4)",4,463,4.00723947092871
"Flexible","Group B (tau=4)",4,463,3.98036383694475
"L0 (L=0.5)","Group B (tau=4)",4,463,4.00739381280362
"Pooled","Group B (tau=4)",4,463,2.61489507231868
"DP Bayes","Group A (tau=2)",2,464,1.98859142950752
"Flexible","Group A (tau=2)",2,464,2.00107394019636
"L0 (L=0.5)","Group A (tau=2)",2,464,1.98879011316557
"Pooled","Group A (tau=2)",2,464,2.61139106499949
"DP Bayes","Group B (tau=4)",4,464,4.0643423481555
"Flexible","Group B (tau=4)",4,464,4.09275634899645
"L0 (L=0.5)","Group B (tau=4)",4,464,4.06412661927864
"Pooled","Group B (tau=4)",4,464,2.61139106499949
"DP Bayes","Group A (tau=2)",2,465,1.9721552308568
"Flexible","Group A (tau=2)",2,465,1.97278084837832
"L0 (L=0.5)","Group A (tau=2)",2,465,1.96907836874698
"Pooled","Group A (tau=2)",2,465,2.58052918237154
"DP Bayes","Group B (tau=4)",4,465,4.00866923471382
"Flexible","Group B (tau=4)",4,465,4.05682446057586
"L0 (L=0.5)","Group B (tau=4)",4,465,4.00724774749551
"Pooled","Group B (tau=4)",4,465,2.58052918237154
"DP Bayes","Group A (tau=2)",2,466,1.95082846757039
"Flexible","Group A (tau=2)",2,466,1.93716739909521
"L0 (L=0.5)","Group A (tau=2)",2,466,1.95564363934234
"Pooled","Group A (tau=2)",2,466,2.55866643354105
"DP Bayes","Group B (tau=4)",4,466,3.95924520896501
"Flexible","Group B (tau=4)",4,466,3.94663379623234
"L0 (L=0.5)","Group B (tau=4)",4,466,3.96571962000471
"Pooled","Group B (tau=4)",4,466,2.55866643354105
"DP Bayes","Group A (tau=2)",2,467,2.02300530249861
"Flexible","Group A (tau=2)",2,467,2.02419346000359
"L0 (L=0.5)","Group A (tau=2)",2,467,2.02710566648899
"Pooled","Group A (tau=2)",2,467,2.6340767651276
"DP Bayes","Group B (tau=4)",4,467,4.05466108647064
"Flexible","Group B (tau=4)",4,467,4.10210877778673
"L0 (L=0.5)","Group B (tau=4)",4,467,4.05034266195102
"Pooled","Group B (tau=4)",4,467,2.6340767651276
"DP Bayes","Group A (tau=2)",2,468,2.03367974172453
"Flexible","Group A (tau=2)",2,468,2.02946688971671
"L0 (L=0.5)","Group A (tau=2)",2,468,2.03042509272336
"Pooled","Group A (tau=2)",2,468,2.64617580267376
"DP Bayes","Group B (tau=4)",4,468,4.0772067337088
"Flexible","Group B (tau=4)",4,468,4.08137184537187
"L0 (L=0.5)","Group B (tau=4)",4,468,4.08292745922472
"Pooled","Group B (tau=4)",4,468,2.64617580267376
"DP Bayes","Group A (tau=2)",2,469,2.03184939532089
"Flexible","Group A (tau=2)",2,469,2.03182654235297
"L0 (L=0.5)","Group A (tau=2)",2,469,2.03195678106095
"Pooled","Group A (tau=2)",2,469,2.62202488656672
"DP Bayes","Group B (tau=4)",4,469,3.9974507081092
"Flexible","Group B (tau=4)",4,469,3.95810457587935
"L0 (L=0.5)","Group B (tau=4)",4,469,3.99885046608016
"Pooled","Group B (tau=4)",4,469,2.62202488656672
"DP Bayes","Group A (tau=2)",2,470,2.01532793731145
"Flexible","Group A (tau=2)",2,470,2.00327198074003
"L0 (L=0.5)","Group A (tau=2)",2,470,2.01404308803828
"Pooled","Group A (tau=2)",2,470,2.63019781691111
"DP Bayes","Group B (tau=4)",4,470,4.06042234818372
"Flexible","Group B (tau=4)",4,470,4.05634465509248
"L0 (L=0.5)","Group B (tau=4)",4,470,4.06789218428103
"Pooled","Group B (tau=4)",4,470,2.63019781691111
"DP Bayes","Group A (tau=2)",2,471,1.96836812600247
"Flexible","Group A (tau=2)",2,471,1.95626864114946
"L0 (L=0.5)","Group A (tau=2)",2,471,1.97097652233752
"Pooled","Group A (tau=2)",2,471,2.58303818488736
"DP Bayes","Group B (tau=4)",4,471,4.00520776538384
"Flexible","Group B (tau=4)",4,471,3.97124467536396
"L0 (L=0.5)","Group B (tau=4)",4,471,4.01118206417029
"Pooled","Group B (tau=4)",4,471,2.58303818488736
"DP Bayes","Group A (tau=2)",2,472,1.99180151983086
"Flexible","Group A (tau=2)",2,472,1.98237467321759
"L0 (L=0.5)","Group A (tau=2)",2,472,1.9934299754782
"Pooled","Group A (tau=2)",2,472,2.57894020981635
"DP Bayes","Group B (tau=4)",4,472,3.94042235522847
"Flexible","Group B (tau=4)",4,472,3.93672648568164
"L0 (L=0.5)","Group B (tau=4)",4,472,3.94513075660532
"Pooled","Group B (tau=4)",4,472,2.57894020981635
"DP Bayes","Group A (tau=2)",2,473,2.03012405532045
"Flexible","Group A (tau=2)",2,473,2.01163755357699
"L0 (L=0.5)","Group A (tau=2)",2,473,2.02091715418218
"Pooled","Group A (tau=2)",2,473,2.62533646699075
"DP Bayes","Group B (tau=4)",4,473,4.03288610766417
"Flexible","Group B (tau=4)",4,473,4.03124155273866
"L0 (L=0.5)","Group B (tau=4)",4,473,4.03564819687739
"Pooled","Group B (tau=4)",4,473,2.62533646699075
"DP Bayes","Group A (tau=2)",2,474,2.10463691202287
"Flexible","Group A (tau=2)",2,474,2.0885603295849
"L0 (L=0.5)","Group A (tau=2)",2,474,2.09962412070069
"Pooled","Group A (tau=2)",2,474,2.68756210526316
"DP Bayes","Group B (tau=4)",4,474,4.0625875732011
"Flexible","Group B (tau=4)",4,474,4.04986708332192
"L0 (L=0.5)","Group B (tau=4)",4,474,4.05941740257556
"Pooled","Group B (tau=4)",4,474,2.68756210526316
"DP Bayes","Group A (tau=2)",2,475,2.01364330080654
"Flexible","Group A (tau=2)",2,475,2.00446911365282
"L0 (L=0.5)","Group A (tau=2)",2,475,2.01718549268565
"Pooled","Group A (tau=2)",2,475,2.60480973583404
"DP Bayes","Group B (tau=4)",4,475,3.97505545889267
"Flexible","Group B (tau=4)",4,475,3.92216664507964
"L0 (L=0.5)","Group B (tau=4)",4,475,3.97593296984697
"Pooled","Group B (tau=4)",4,475,2.60480973583404
"DP Bayes","Group A (tau=2)",2,476,1.97783179904409
"Flexible","Group A (tau=2)",2,476,1.98317729232925
"L0 (L=0.5)","Group A (tau=2)",2,476,1.97240797937557
"Pooled","Group A (tau=2)",2,476,2.57240837315122
"DP Bayes","Group B (tau=4)",4,476,3.96736311834038
"Flexible","Group B (tau=4)",4,476,3.96717550005933
"L0 (L=0.5)","Group B (tau=4)",4,476,3.97240929196108
"Pooled","Group B (tau=4)",4,476,2.57240837315122
"DP Bayes","Group A (tau=2)",2,477,1.90329959122491
"Flexible","Group A (tau=2)",2,477,1.90524768289705
"L0 (L=0.5)","Group A (tau=2)",2,477,1.90611613933935
"Pooled","Group A (tau=2)",2,477,2.5157352362692
"DP Bayes","Group B (tau=4)",4,477,3.93766700999192
"Flexible","Group B (tau=4)",4,477,3.93196269341595
"L0 (L=0.5)","Group B (tau=4)",4,477,3.93817979577217
"Pooled","Group B (tau=4)",4,477,2.5157352362692
"DP Bayes","Group A (tau=2)",2,478,1.99687471564148
"Flexible","Group A (tau=2)",2,478,1.97722025447818
"L0 (L=0.5)","Group A (tau=2)",2,478,2.00252506912242
"Pooled","Group A (tau=2)",2,478,2.59341071044126
"DP Bayes","Group B (tau=4)",4,478,3.96355629903658
"Flexible","Group B (tau=4)",4,478,3.95297643480066
"L0 (L=0.5)","Group B (tau=4)",4,478,3.97214387351856
"Pooled","Group B (tau=4)",4,478,2.59341071044126
"DP Bayes","Group A (tau=2)",2,479,2.05364638581066
"Flexible","Group A (tau=2)",2,479,2.07918260311749
"L0 (L=0.5)","Group A (tau=2)",2,479,2.0508452531199
"Pooled","Group A (tau=2)",2,479,2.61526351057417
"DP Bayes","Group B (tau=4)",4,479,3.93475754570685
"Flexible","Group B (tau=4)",4,479,3.93259913620093
"L0 (L=0.5)","Group B (tau=4)",4,479,3.9322394446341
"Pooled","Group B (tau=4)",4,479,2.61526351057417
"DP Bayes","Group A (tau=2)",2,480,1.99212692505806
"Flexible","Group A (tau=2)",2,480,2.02331075493786
"L0 (L=0.5)","Group A (tau=2)",2,480,1.99866075491225
"Pooled","Group A (tau=2)",2,480,2.59581683877568
"DP Bayes","Group B (tau=4)",4,480,3.9822502110699
"Flexible","Group B (tau=4)",4,480,3.99895981074463
"L0 (L=0.5)","Group B (tau=4)",4,480,3.98918103445702
"Pooled","Group B (tau=4)",4,480,2.59581683877568
"DP Bayes","Group A (tau=2)",2,481,2.02327370479727
"Flexible","Group A (tau=2)",2,481,2.01157623908147
"L0 (L=0.5)","Group A (tau=2)",2,481,2.02010519503244
"Pooled","Group A (tau=2)",2,481,2.62412050544539
"DP Bayes","Group B (tau=4)",4,481,4.0309756930378
"Flexible","Group B (tau=4)",4,481,4.09387348347236
"L0 (L=0.5)","Group B (tau=4)",4,481,4.03348956307557
"Pooled","Group B (tau=4)",4,481,2.62412050544539
"DP Bayes","Group A (tau=2)",2,482,2.0081008123263
"Flexible","Group A (tau=2)",2,482,2.03221583210004
"L0 (L=0.5)","Group A (tau=2)",2,482,2.00541201384827
"Pooled","Group A (tau=2)",2,482,2.62947257603939
"DP Bayes","Group B (tau=4)",4,482,4.09020109039532
"Flexible","Group B (tau=4)",4,482,4.14190005372632
"L0 (L=0.5)","Group B (tau=4)",4,482,4.08561388781868
"Pooled","Group B (tau=4)",4,482,2.62947257603939
"DP Bayes","Group A (tau=2)",2,483,1.96336663085932
"Flexible","Group A (tau=2)",2,483,1.9581808825893
"L0 (L=0.5)","Group A (tau=2)",2,483,1.9618584182419
"Pooled","Group A (tau=2)",2,483,2.57054354322097
"DP Bayes","Group B (tau=4)",4,483,3.9951103228558
"Flexible","Group B (tau=4)",4,483,3.99596215740354
"L0 (L=0.5)","Group B (tau=4)",4,483,3.9908088348388
"Pooled","Group B (tau=4)",4,483,2.57054354322097
"DP Bayes","Group A (tau=2)",2,484,1.89570388777994
"Flexible","Group A (tau=2)",2,484,1.88569715039967
"L0 (L=0.5)","Group A (tau=2)",2,484,1.89067596798964
"Pooled","Group A (tau=2)",2,484,2.53691268924214
"DP Bayes","Group B (tau=4)",4,484,4.05570267659101
"Flexible","Group B (tau=4)",4,484,4.04473931859042
"L0 (L=0.5)","Group B (tau=4)",4,484,4.04479837216467
"Pooled","Group B (tau=4)",4,484,2.53691268924214
"DP Bayes","Group A (tau=2)",2,485,2.0175324276494
"Flexible","Group A (tau=2)",2,485,1.98540589109057
"L0 (L=0.5)","Group A (tau=2)",2,485,2.01417984156504
"Pooled","Group A (tau=2)",2,485,2.60312547050711
"DP Bayes","Group B (tau=4)",4,485,3.97752478137566
"Flexible","Group B (tau=4)",4,485,3.96892240941788
"L0 (L=0.5)","Group B (tau=4)",4,485,3.97733193803857
"Pooled","Group B (tau=4)",4,485,2.60312547050711
"DP Bayes","Group A (tau=2)",2,486,2.01837287794985
"Flexible","Group A (tau=2)",2,486,2.04047919087241
"L0 (L=0.5)","Group A (tau=2)",2,486,2.03239580092287
"Pooled","Group A (tau=2)",2,486,2.62524550006286
"DP Bayes","Group B (tau=4)",4,486,4.04335607381885
"Flexible","Group B (tau=4)",4,486,4.05231317151512
"L0 (L=0.5)","Group B (tau=4)",4,486,4.0394988342904
"Pooled","Group B (tau=4)",4,486,2.62524550006286
"DP Bayes","Group A (tau=2)",2,487,2.00429733281398
"Flexible","Group A (tau=2)",2,487,1.99093140519589
"L0 (L=0.5)","Group A (tau=2)",2,487,2.01048620485643
"Pooled","Group A (tau=2)",2,487,2.59538102009545
"DP Bayes","Group B (tau=4)",4,487,3.95425303146633
"Flexible","Group B (tau=4)",4,487,3.9191376184694
"L0 (L=0.5)","Group B (tau=4)",4,487,3.96013558898649
"Pooled","Group B (tau=4)",4,487,2.59538102009545
"DP Bayes","Group A (tau=2)",2,488,1.88825367624463
"Flexible","Group A (tau=2)",2,488,1.85268902276817
"L0 (L=0.5)","Group A (tau=2)",2,488,1.89460724883592
"Pooled","Group A (tau=2)",2,488,2.50635999433398
"DP Bayes","Group B (tau=4)",4,488,3.93571669337455
"Flexible","Group B (tau=4)",4,488,3.88390191659278
"L0 (L=0.5)","Group B (tau=4)",4,488,3.93378306716281
"Pooled","Group B (tau=4)",4,488,2.50635999433398
"DP Bayes","Group A (tau=2)",2,489,2.00577468909241
"Flexible","Group A (tau=2)",2,489,2.0156754694126
"L0 (L=0.5)","Group A (tau=2)",2,489,2.00915555824262
"Pooled","Group A (tau=2)",2,489,2.58742128151792
"DP Bayes","Group B (tau=4)",4,489,3.93327601362579
"Flexible","Group B (tau=4)",4,489,3.94008863891031
"L0 (L=0.5)","Group B (tau=4)",4,489,3.9367079691603
"Pooled","Group B (tau=4)",4,489,2.58742128151792
"DP Bayes","Group A (tau=2)",2,490,2.07290445709685
"Flexible","Group A (tau=2)",2,490,2.07561304516874
"L0 (L=0.5)","Group A (tau=2)",2,490,2.07626909267444
"Pooled","Group A (tau=2)",2,490,2.64750036596106
"DP Bayes","Group B (tau=4)",4,490,3.979547662483
"Flexible","Group B (tau=4)",4,490,4.02198225394817
"L0 (L=0.5)","Group B (tau=4)",4,490,3.98037333696316
"Pooled","Group B (tau=4)",4,490,2.64750036596106
"DP Bayes","Group A (tau=2)",2,491,1.9800557730462
"Flexible","Group A (tau=2)",2,491,1.97153071500553
"L0 (L=0.5)","Group A (tau=2)",2,491,1.97586313155294
"Pooled","Group A (tau=2)",2,491,2.59559037562839
"DP Bayes","Group B (tau=4)",4,491,4.04405220883599
"Flexible","Group B (tau=4)",4,491,3.99582103748375
"L0 (L=0.5)","Group B (tau=4)",4,491,4.0416206118044
"Pooled","Group B (tau=4)",4,491,2.59559037562839
"DP Bayes","Group A (tau=2)",2,492,2.05852192008623
"Flexible","Group A (tau=2)",2,492,2.05695258609096
"L0 (L=0.5)","Group A (tau=2)",2,492,2.06007084237001
"Pooled","Group A (tau=2)",2,492,2.64502997563212
"DP Bayes","Group B (tau=4)",4,492,4.00787713974949
"Flexible","Group B (tau=4)",4,492,3.959817988633
"L0 (L=0.5)","Group B (tau=4)",4,492,4.00993461991037
"Pooled","Group B (tau=4)",4,492,2.64502997563212
"DP Bayes","Group A (tau=2)",2,493,2.00718263025939
"Flexible","Group A (tau=2)",2,493,2.00228126211989
